id,name,category,subcategory,tags,brand,price,originalPrice,discount,rating,reviewCount,stock,image,deliveryDays,isPrime,sizes,colors
883,Anker 737 Power Bank - Navy (1),accessories,gadgets,power bank|usb-c|navy,Anker,140.75,157.0,10,3.8,4037,56,https://picsum.photos/seed/anker-gadgets-883/800/1000,2,True,,Red|Brown
884,Fenty Beauty Gloss Bomb - Beige (2),beauty,makeup,lip gloss|shine|beige,Fenty Beauty,19.12,25.15,24,4.1,6612,142,https://picsum.photos/seed/fenty-beauty-makeup-884/800/1000,3,True,,Black|Beige
885,Carter's 2-Piece Pajama Set - Pink (1),kids,sleepwear,pajamas|soft|pink,Carter's,25.25,33.85,25,4.9,1436,129,https://picsum.photos/seed/carter's-sleepwear-885/800/1000,4,True,3Y|10C,Green|Olive|White
886,Nike Dri-FIT Challenger Shorts - Black (4),men,shorts,running|lightweight|black,Nike,45.09,48.25,7,3.9,15503,403,https://picsum.photos/seed/nike-shorts-886/800/1000,2,True,M|XXL|S|XS|XL,Beige
887,Levi's Ribcage Straight Ankle - Grey (2),women,jeans,denim|high rise|grey,Levi's,113.66,148.03,23,4.6,9845,120,https://picsum.photos/seed/levi's-jeans-887/800/1000,3,False,XXL|M|XS|XL|L|S,Olive|Purple
888,Vuori Halo Performance Hoodie - Purple (2),women,hoodies,athleisure|soft|purple,Vuori,99.21,106.61,7,4.6,17445,19,https://picsum.photos/seed/vuori-hoodies-888/800/1000,5,True,XS|S|XL|L|M,Green|Red|Blue
889,Levi's Ribcage Straight Ankle - Navy (3),women,jeans,denim|high rise|navy,Levi's,111.81,118.38,6,4.9,17908,158,https://picsum.photos/seed/levi's-jeans-889/800/1000,6,True,XXL|S|XL|XS,Pink|Beige|Red
890,Nike Air Force 1 '07 - Grey (3),footwear,sneakers,sneakers|leather|heritage|grey,Nike,109.42,143.32,24,3.8,7627,44,https://picsum.photos/seed/nike-sneakers-890/800/1000,5,True,12|8|11|10|7|6|9,Olive
891,Herschel Little America Backpack - Olive (2),accessories,bags,backpack|travel|olive,Herschel,112.3,134.43,16,4.5,15400,181,https://picsum.photos/seed/herschel-bags-891/800/1000,2,True,,Black|Olive
892,Nike Air Force 1 '07 - Navy (1),footwear,sneakers,sneakers|leather|heritage|navy,Nike,124.33,150.04,17,4.5,7976,308,https://picsum.photos/seed/nike-sneakers-892/800/1000,3,False,7|6|9|8|10,Red|Brown|Pink
893,Nike Dri-FIT Challenger Shorts - Brown (2),men,shorts,running|lightweight|brown,Nike,43.56,52.39,17,4.6,9723,280,https://picsum.photos/seed/nike-shorts-893/800/1000,3,True,L|S|XL,Grey
894,Gap Kids Graphic Tee - Beige (4),kids,t-shirts,cotton|graphic|beige,Gap,18.22,22.71,20,3.9,6775,152,https://picsum.photos/seed/gap-t-shirts-894/800/1000,4,True,11C|12C|2Y|13C,Red|Blue
895,The Ordinary Niacinamide 10% + Zinc 1% - Brown (4),beauty,serum,niacinamide|oil control|brown,The Ordinary,13.12,15.09,13,4.9,1323,227,https://picsum.photos/seed/the-ordinary-serum-895/800/1000,4,True,,White
896,Kindle Paperwhite 11th Gen - Brown (2),accessories,ereader,ereader|waterproof|brown,Amazon,153.82,183.62,16,4.4,5508,21,https://picsum.photos/seed/amazon-ereader-896/800/1000,6,True,,Pink|Brown|Beige
897,Sephora Collection Cream Lip Stain - Olive (2),beauty,makeup,lip|matte|olive,Sephora Collection,16.6,21.01,21,4.2,10537,422,https://picsum.photos/seed/sephora-collection-makeup-897/800/1000,5,True,,Purple|Navy
898,Hoka Clifton 9 - Red (2),footwear,running,max cushion|running|red,Hoka,165.06,216.19,24,3.9,3512,1,https://picsum.photos/seed/hoka-running-898/800/1000,5,True,11|10|7|8|12,White|Brown|Navy
899,Rains Long Jacket - Red (2),men,jackets,rain|lightweight|red,Rains,125.15,141.12,11,4.0,5208,290,https://picsum.photos/seed/rains-jackets-899/800/1000,5,False,XS|M|XL|XXL|S|L,Black|Red
900,Sephora Collection Cream Lip Stain - Black (2),beauty,makeup,lip|matte|black,Sephora Collection,13.88,16.51,16,4.5,8078,375,https://picsum.photos/seed/sephora-collection-makeup-900/800/1000,6,True,,Red|White
901,Bellroy Slim Sleeve Wallet - Blue (1),accessories,wallets,leather|rfid|blue,Bellroy,71.22,92.29,23,3.9,8036,287,https://picsum.photos/seed/bellroy-wallets-901/800/1000,2,True,,Beige|Grey|Pink
902,Herschel Little America Backpack - Grey (4),accessories,bags,backpack|travel|grey,Herschel,118.25,153.83,23,4.1,4548,321,https://picsum.photos/seed/herschel-bags-902/800/1000,2,False,,Grey|Beige
903,Athleta Salutation Stash 7/8 Tight - Pink (4),women,activewear,leggings|performance|pink,Athleta,109.16,127.72,15,4.7,9929,67,https://picsum.photos/seed/athleta-activewear-903/800/1000,6,True,S|XL|L|XXL|M,Black|Brown|Olive
904,Fenty Beauty Gloss Bomb - Red (4),beauty,makeup,lip gloss|shine|red,Fenty Beauty,22.96,26.96,15,4.2,3831,94,https://picsum.photos/seed/fenty-beauty-makeup-904/800/1000,4,False,,Olive
905,Adidas Originals Stan Smith Kids - White (1),kids,sneakers,kids|sneakers|white,Adidas,63.94,80.53,21,4.7,8733,52,https://picsum.photos/seed/adidas-sneakers-905/800/1000,2,True,10C|1Y|13C,Brown|Pink|Beige
906,Oakley Holbrook Prizm - White (3),accessories,sunglasses,prizm|sport|white,Oakley,170.33,229.77,26,4.5,17576,134,https://picsum.photos/seed/oakley-sunglasses-906/800/1000,4,True,,White|Grey
907,Everlane Organic Cotton Box-Cut Tee - Pink (3),women,tops,basics|cotton|pink,Everlane,30.31,40.84,26,4.3,8132,135,https://picsum.photos/seed/everlane-tops-907/800/1000,4,False,XS|XXL|S|XL|L,Pink|Red
908,Garmin Forerunner 265 - Purple (3),accessories,watches,gps|running|purple,Garmin,510.29,547.6,7,4.3,13046,464,https://picsum.photos/seed/garmin-watches-908/800/1000,3,True,,Brown|Green
909,Fenty Beauty Gloss Bomb - Olive (1),beauty,makeup,lip gloss|shine|olive,Fenty Beauty,23.01,27.67,17,4.3,6176,443,https://picsum.photos/seed/fenty-beauty-makeup-909/800/1000,5,True,,White|Brown|Blue
910,Allbirds Wool Runner - Brown (2),footwear,sneakers,merino|sustainable|brown,Allbirds,99.64,108.29,8,5.0,13418,56,https://picsum.photos/seed/allbirds-sneakers-910/800/1000,3,True,8|9|6|7|10|11|12,Red
911,Uniqlo U Crew Neck T-Shirt - Pink (1),men,t-shirts,basics|cotton|pink,Uniqlo,18.57,20.91,11,4.4,14339,324,https://picsum.photos/seed/uniqlo-t-shirts-911/800/1000,2,True,XXL|XL|M|XS|L,Purple|Red
912,Ray-Ban Wayfarer Classic - Brown (2),accessories,sunglasses,acetate|uv|brown,Ray-Ban,175.86,190.02,7,4.5,5923,335,https://picsum.photos/seed/ray-ban-sunglasses-912/800/1000,3,True,,Green|Navy|Blue
913,Oakley Holbrook Prizm - Navy (1),accessories,sunglasses,prizm|sport|navy,Oakley,188.5,205.25,8,4.6,15030,449,https://picsum.photos/seed/oakley-sunglasses-913/800/1000,6,False,,Red|Beige
914,Levi's Ribcage Straight Ankle - Brown (4),women,jeans,denim|high rise|brown,Levi's,99.45,124.46,20,4.0,12670,415,https://picsum.photos/seed/levi's-jeans-914/800/1000,5,False,XS|XL|L|M|XXL,Grey|Black
915,New Balance 990v6 - Pink (3),footwear,running,running|made in usa|suede|pink,New Balance,191.78,231.05,17,4.0,5422,481,https://picsum.photos/seed/new-balance-running-915/800/1000,2,False,11|6|12|8|9|7,Blue|Brown|Purple
916,Everlane Organic Cotton Box-Cut Tee - Purple (2),women,tops,basics|cotton|purple,Everlane,31.04,36.23,14,3.9,532,194,https://picsum.photos/seed/everlane-tops-916/800/1000,6,False,XL|S|XXL|XS|M,Black
917,Converse Chuck 70 High - Black (1),footwear,sneakers,canvas|lifestyle|black,Converse,89.87,101.38,11,4.1,11198,54,https://picsum.photos/seed/converse-sneakers-917/800/1000,2,False,11|12|10|7,Olive|Brown
918,CeraVe Hydrating Facial Cleanser - Brown (4),beauty,skincare,cleanser|ceramides|brown,CeraVe,15.92,21.04,24,4.1,13736,415,https://picsum.photos/seed/cerave-skincare-918/800/1000,3,False,,Black|Blue|Beige
919,Adidas Ultraboost Light - Pink (2),footwear,running,running|boost|performance|pink,Adidas,201.09,232.6,14,4.0,8058,38,https://picsum.photos/seed/adidas-running-919/800/1000,5,False,10|12|9|11,White
920,Skip Hop Diaper Backpack - Olive (4),kids,bags,parents|diaper|olive,Skip Hop,78.77,88.81,11,4.5,7676,212,https://picsum.photos/seed/skip-hop-bags-920/800/1000,3,False,11C|3Y|10C|12C|2Y|13C,Red
921,Rains Long Jacket - Pink (4),men,jackets,rain|lightweight|pink,Rains,133.44,152.22,12,3.9,940,472,https://picsum.photos/seed/rains-jackets-921/800/1000,5,True,XL|L|XXL|M,Blue|Pink
922,Herschel Little America Backpack - Purple (4),accessories,bags,backpack|travel|purple,Herschel,128.7,172.18,25,4.9,4458,384,https://picsum.photos/seed/herschel-bags-922/800/1000,6,False,,Grey
923,Patagonia Better Sweater Fleece - Beige (1),women,sweaters,fleece|outdoor|beige,Patagonia,134.36,166.0,19,5.0,7059,53,https://picsum.photos/seed/patagonia-sweaters-923/800/1000,3,True,XL|S|L|M|XXL|XS,Red|Blue
924,Dr. Martens 1460 Smooth - Pink (3),footwear,boots,boots|leather|pink,Dr. Martens,153.24,204.91,25,4.7,14719,199,https://picsum.photos/seed/dr.-martens-boots-924/800/1000,4,False,8|7|12|10|11|6,Purple|Green
925,Timberland 6-Inch Premium - Brown (1),footwear,boots,boots|waterproof|brown,Timberland,208.75,236.07,12,4.1,6261,370,https://picsum.photos/seed/timberland-boots-925/800/1000,3,True,6|11|10|12|9|8|7,Blue
926,Kindle Paperwhite 11th Gen - Blue (3),accessories,ereader,ereader|waterproof|blue,Amazon,168.2,220.66,24,4.4,16391,467,https://picsum.photos/seed/amazon-ereader-926/800/1000,5,True,,Green
927,Adidas Ultraboost Light - Red (1),footwear,running,running|boost|performance|red,Adidas,196.5,209.29,6,4.4,8680,422,https://picsum.photos/seed/adidas-running-927/800/1000,6,True,6|7|10|9|8,Black
928,Patagonia Better Sweater Fleece - Olive (2),women,sweaters,fleece|outdoor|olive,Patagonia,134.73,177.62,24,3.9,5832,232,https://picsum.photos/seed/patagonia-sweaters-928/800/1000,2,True,S|XL|M|XS,Purple
929,Sephora Collection Cream Lip Stain - Olive (4),beauty,makeup,lip|matte|olive,Sephora Collection,14.26,15.1,6,4.7,10345,343,https://picsum.photos/seed/sephora-collection-makeup-929/800/1000,3,True,,Pink|Black
930,Carter's 2-Piece Pajama Set - Olive (2),kids,sleepwear,pajamas|soft|olive,Carter's,27.18,31.4,13,4.9,2361,205,https://picsum.photos/seed/carter's-sleepwear-930/800/1000,3,False,3Y|12C|1Y|10C,Olive|Brown
931,Olaplex No.3 Hair Perfector - Beige (1),beauty,haircare,bond repair|hair|beige,Olaplex,29.9,34.87,14,5.0,14801,34,https://picsum.photos/seed/olaplex-haircare-931/800/1000,6,True,,Pink
932,Adidas Originals Stan Smith Kids - Black (2),kids,sneakers,kids|sneakers|black,Adidas,65.65,71.68,8,4.5,17790,192,https://picsum.photos/seed/adidas-sneakers-932/800/1000,3,False,1Y|2Y|12C,Purple|Black|Pink
933,Madewell Transport Tote - Pink (1),accessories,bags,tote|leather|pink,Madewell,193.3,250.5,23,4.8,88,383,https://picsum.photos/seed/madewell-bags-933/800/1000,2,True,,Blue|Olive|Red
934,Reformation Nikita Dress - Navy (2),women,dresses,sustainable|summer|navy,Reformation,254.88,282.92,10,4.7,1590,445,https://picsum.photos/seed/reformation-dresses-934/800/1000,2,True,S|XL|L|XXL|XS|M,Olive|White|Beige
935,The North Face Nuptse Jacket - Green (4),women,jackets,down|outdoor|green,The North Face,306.45,383.11,20,4.6,16872,491,https://picsum.photos/seed/the-north-face-jackets-935/800/1000,6,True,L|XL|XXL|XS|S|M,Navy|Brown|Blue
936,Olaplex No.3 Hair Perfector - Grey (2),beauty,haircare,bond repair|hair|grey,Olaplex,31.01,35.37,12,4.3,9626,308,https://picsum.photos/seed/olaplex-haircare-936/800/1000,3,True,,Pink|White
937,Carhartt WIP Chase Hoodie - Blue (2),men,hoodies,fleece|street|blue,Carhartt WIP,81.71,101.74,20,4.9,6678,344,https://picsum.photos/seed/carhartt-wip-hoodies-937/800/1000,6,True,L|M|XS|S|XXL,Black
938,Skip Hop Diaper Backpack - Olive (3),kids,bags,parents|diaper|olive,Skip Hop,81.9,103.73,21,4.1,5480,388,https://picsum.photos/seed/skip-hop-bags-938/800/1000,4,True,2Y|12C,Olive|Black|Red
939,Madewell Transport Tote - Pink (3),accessories,bags,tote|leather|pink,Madewell,214.89,234.93,9,4.1,10817,198,https://picsum.photos/seed/madewell-bags-939/800/1000,4,False,,Brown
940,Apple Watch SE (2nd Gen) - Navy (3),accessories,watches,smartwatch|fitness|navy,Apple,275.47,311.31,12,3.8,4179,476,https://picsum.photos/seed/apple-watches-940/800/1000,2,True,,Brown
941,Reformation Nikita Dress - Pink (4),women,dresses,sustainable|summer|pink,Reformation,237.9,314.24,24,4.8,16198,103,https://picsum.photos/seed/reformation-dresses-941/800/1000,5,False,XS|L|M|XL|XXL|S,Red|Beige|Navy
942,Levi's 501 Original Fit Jeans - Green (1),men,jeans,denim|heritage|green,Levi's,111.51,134.84,17,4.7,1521,3,https://picsum.photos/seed/levi's-jeans-942/800/1000,6,False,S|M|XXL|XL,Brown|Grey|Red
943,Reformation Nikita Dress - Red (2),women,dresses,sustainable|summer|red,Reformation,223.65,246.03,9,5.0,12676,188,https://picsum.photos/seed/reformation-dresses-943/800/1000,4,True,M|S|L|XS,Green|White
944,Dr. Martens 1460 Smooth - Olive (4),footwear,boots,boots|leather|olive,Dr. Martens,192.11,212.65,10,4.3,5950,170,https://picsum.photos/seed/dr.-martens-boots-944/800/1000,6,False,6|7|11|10|9|12,Blue|Red|Brown
945,Lululemon ABC Slim-Fit Pant - Brown (3),men,pants,commuter|stretch|brown,Lululemon,134.13,155.68,14,4.2,13260,204,https://picsum.photos/seed/lululemon-pants-945/800/1000,6,True,XXL|XS|XL|M|S,Grey|Purple|Navy
946,Kindle Paperwhite 11th Gen - Beige (1),accessories,ereader,ereader|waterproof|beige,Amazon,138.9,165.27,16,4.2,5019,23,https://picsum.photos/seed/amazon-ereader-946/800/1000,2,True,,Brown|Grey
947,Levi's Ribcage Straight Ankle - White (4),women,jeans,denim|high rise|white,Levi's,107.21,123.89,13,4.7,4526,90,https://picsum.photos/seed/levi's-jeans-947/800/1000,3,True,S|L|XS|M|XXL,Black
948,Lululemon ABC Slim-Fit Pant - Purple (3),men,pants,commuter|stretch|purple,Lululemon,147.07,185.85,21,4.2,2052,92,https://picsum.photos/seed/lululemon-pants-948/800/1000,6,True,XXL|S|XS,Black
949,Sony WH-1000XM5 - Blue (1),accessories,headphones,anc|wireless|blue,Sony,393.87,464.17,15,4.8,964,206,https://picsum.photos/seed/sony-headphones-949/800/1000,6,False,,Blue
950,Herschel Little America Backpack - Brown (4),accessories,bags,backpack|travel|brown,Herschel,125.67,148.78,16,4.2,9309,182,https://picsum.photos/seed/herschel-bags-950/800/1000,6,True,,Grey|Green|Navy
951,Arc'teryx Atom LT Hoody - Navy (4),men,jackets,insulated|outdoor|navy,Arc'teryx,281.24,351.24,20,4.6,4107,142,https://picsum.photos/seed/arc'teryx-jackets-951/800/1000,6,True,S|XS|XXL|XL,Green
952,COS Relaxed Linen Shirt - Grey (4),men,shirts,linen|summer|grey,COS,99.21,122.67,19,4.8,8809,263,https://picsum.photos/seed/cos-shirts-952/800/1000,2,True,S|XXL|L|XL|M|XS,Blue|Grey|Olive
953,Arc'teryx Atom LT Hoody - Purple (1),men,jackets,insulated|outdoor|purple,Arc'teryx,301.21,361.76,17,4.2,17622,329,https://picsum.photos/seed/arc'teryx-jackets-953/800/1000,5,True,XL|L|S|XXL|XS|M,Black|Navy
954,Allbirds Wool Runner - Purple (2),footwear,sneakers,merino|sustainable|purple,Allbirds,121.7,143.83,15,4.7,10719,208,https://picsum.photos/seed/allbirds-sneakers-954/800/1000,4,True,9|6|8|10|12|7,Black|Beige
955,Reformation Nikita Dress - Pink (1),women,dresses,sustainable|summer|pink,Reformation,250.25,278.69,10,4.3,3057,464,https://picsum.photos/seed/reformation-dresses-955/800/1000,2,False,XXL|L|XS,White|Grey
956,Bose QuietComfort Ultra - Green (1),accessories,headphones,anc|comfort|green,Bose,391.46,457.17,14,4.3,7960,80,https://picsum.photos/seed/bose-headphones-956/800/1000,4,True,,White|Pink|Brown
957,Dyson Supersonic Hair Dryer - Black (4),beauty,haircare,hair dryer|premium|black,Dyson,432.58,544.84,21,4.7,12102,498,https://picsum.photos/seed/dyson-haircare-957/800/1000,5,True,,Purple|Red
958,Lululemon ABC Slim-Fit Pant - Navy (3),men,pants,commuter|stretch|navy,Lululemon,138.63,160.11,13,4.7,16123,45,https://picsum.photos/seed/lululemon-pants-958/800/1000,4,False,L|M|XS,White|Green|Purple
959,La Roche-Posay Anthelios SPF 60 - Blue (2),beauty,skincare,sunscreen|spf|blue,La Roche-Posay,38.64,42.59,9,3.9,15895,458,https://picsum.photos/seed/la-roche-posay-skincare-959/800/1000,4,True,,Navy
960,CeraVe Hydrating Facial Cleanser - Brown (4),beauty,skincare,cleanser|ceramides|brown,CeraVe,15.91,19.0,16,4.3,17986,75,https://picsum.photos/seed/cerave-skincare-960/800/1000,4,True,,Beige|Navy|Brown
961,Everlane Organic Cotton Box-Cut Tee - White (1),women,tops,basics|cotton|white,Everlane,32.12,38.48,17,4.0,5164,206,https://picsum.photos/seed/everlane-tops-961/800/1000,5,True,XS|XL|S|XXL,Blue|Grey
962,Bose QuietComfort Ultra - Green (1),accessories,headphones,anc|comfort|green,Bose,472.64,537.79,12,4.3,15963,130,https://picsum.photos/seed/bose-headphones-962/800/1000,5,True,,Green
963,The Ordinary Niacinamide 10% + Zinc 1% - Red (4),beauty,serum,niacinamide|oil control|red,The Ordinary,12.99,16.48,21,4.9,6827,20,https://picsum.photos/seed/the-ordinary-serum-963/800/1000,4,False,,Grey|Navy|Olive
964,Garmin Forerunner 265 - Pink (2),accessories,watches,gps|running|pink,Garmin,514.06,655.76,22,3.9,3456,381,https://picsum.photos/seed/garmin-watches-964/800/1000,4,True,,Olive|Red
965,Uniqlo U Crew Neck T-Shirt - Blue (4),men,t-shirts,basics|cotton|blue,Uniqlo,20.89,28.07,26,5.0,6620,211,https://picsum.photos/seed/uniqlo-t-shirts-965/800/1000,5,True,L|S|XL|XXL|M|XS,Purple
966,Kindle Paperwhite 11th Gen - Red (4),accessories,ereader,ereader|waterproof|red,Amazon,165.76,206.95,20,3.9,3050,450,https://picsum.photos/seed/amazon-ereader-966/800/1000,3,True,,Blue|Black
967,The North Face Nuptse Jacket - Green (2),women,jackets,down|outdoor|green,The North Face,366.36,412.98,11,4.0,7407,388,https://picsum.photos/seed/the-north-face-jackets-967/800/1000,3,True,XS|M|XXL|S|L,White
968,Madewell Transport Tote - Pink (3),accessories,bags,tote|leather|pink,Madewell,189.33,229.81,18,4.9,4348,171,https://picsum.photos/seed/madewell-bags-968/800/1000,2,True,,Navy
969,Uniqlo U Crew Neck T-Shirt - Green (3),men,t-shirts,basics|cotton|green,Uniqlo,21.32,22.92,7,4.5,5651,255,https://picsum.photos/seed/uniqlo-t-shirts-969/800/1000,3,True,XS|S|L|XXL|M,Olive|Red
970,Allbirds Wool Runner - Green (3),footwear,sneakers,merino|sustainable|green,Allbirds,101.04,108.31,7,4.4,13663,477,https://picsum.photos/seed/allbirds-sneakers-970/800/1000,2,True,7|11|8|12|6|9,Olive
971,Fenty Beauty Gloss Bomb - White (2),beauty,makeup,lip gloss|shine|white,Fenty Beauty,22.96,28.52,19,4.5,11980,410,https://picsum.photos/seed/fenty-beauty-makeup-971/800/1000,6,True,,Navy|Black|Grey
972,Carhartt WIP Chase Hoodie - White (1),men,hoodies,fleece|street|white,Carhartt WIP,88.56,103.32,14,4.5,9593,493,https://picsum.photos/seed/carhartt-wip-hoodies-972/800/1000,2,True,XL|XXL|XS|M|S|L,Red
973,Fenty Beauty Gloss Bomb - Pink (1),beauty,makeup,lip gloss|shine|pink,Fenty Beauty,20.93,26.4,21,4.3,53,290,https://picsum.photos/seed/fenty-beauty-makeup-973/800/1000,3,True,,White
974,Olaplex No.3 Hair Perfector - Grey (3),beauty,haircare,bond repair|hair|grey,Olaplex,33.37,37.35,11,3.8,16730,66,https://picsum.photos/seed/olaplex-haircare-974/800/1000,3,True,,Blue|Brown|White
975,Bose QuietComfort Ultra - Grey (2),accessories,headphones,anc|comfort|grey,Bose,409.68,509.88,20,5.0,16688,476,https://picsum.photos/seed/bose-headphones-975/800/1000,2,True,,Pink
976,Sony WH-1000XM5 - Pink (4),accessories,headphones,anc|wireless|pink,Sony,421.76,532.94,21,4.7,7145,27,https://picsum.photos/seed/sony-headphones-976/800/1000,4,False,,Pink|Black|Brown
977,Apple Watch SE (2nd Gen) - Grey (2),accessories,watches,smartwatch|fitness|grey,Apple,281.13,329.67,15,4.8,5436,380,https://picsum.photos/seed/apple-watches-977/800/1000,5,True,,Navy|Olive
978,Reformation Nikita Dress - Green (4),women,dresses,sustainable|summer|green,Reformation,260.95,287.12,9,4.6,6327,217,https://picsum.photos/seed/reformation-dresses-978/800/1000,5,True,XL|XXL|M,Olive|Purple|Black
979,Levi's 501 Original Fit Jeans - White (3),men,jeans,denim|heritage|white,Levi's,97.3,110.86,12,4.7,6346,61,https://picsum.photos/seed/levi's-jeans-979/800/1000,3,False,XXL|S|M|XL,Purple
980,Ray-Ban Wayfarer Classic - Grey (4),accessories,sunglasses,acetate|uv|grey,Ray-Ban,161.31,211.91,24,4.8,15340,53,https://picsum.photos/seed/ray-ban-sunglasses-980/800/1000,5,True,,Red|Grey
981,Aritzia Super Puff - Brown (1),women,jackets,puffer|winter|brown,Aritzia,270.63,326.79,17,4.1,4871,336,https://picsum.photos/seed/aritzia-jackets-981/800/1000,3,True,XL|XXL|L|S|XS|M,White|Brown|Grey
982,Fenty Beauty Gloss Bomb - White (1),beauty,makeup,lip gloss|shine|white,Fenty Beauty,19.37,24.45,21,3.8,6249,367,https://picsum.photos/seed/fenty-beauty-makeup-982/800/1000,6,True,,Beige|Green|Navy
983,Carhartt WIP Chase Hoodie - Navy (4),men,hoodies,fleece|street|navy,Carhartt WIP,85.47,102.75,17,4.0,13230,341,https://picsum.photos/seed/carhartt-wip-hoodies-983/800/1000,5,True,XL|XXL|S|L,White
